OBJECTID,FACILITYID,STREETSEGID,SOURCEID,BIKELANELENGTH,FACILITY,PROPOSEDCYCLETRACK,Shape_Length,TRAVELDIRECTION,NOTES,BIKELANE_YEAR,PLANSREADY,GAP,GAP_NOTES,NEED_SYMBOL,NEED_SYM_1,REPAINT_LINE,YEAR_INSTALLED
631, ,3431,10390425,0.05573714,Contraflow Bike Lane, ,89.7004183987302, , ,2016,yes, , ,,,,2016
632, ,393,10390420,0.05591179,Contraflow Bike Lane, ,89.9814680323776, , ,2016,yes, , ,,,,2016
633, ,6196,10440520,0.13671305,Climbing Lane, ,220.018920343801, , ,2015, , , ,,,,2015
634, ,3755,16318135,0.05023871,Contraflow Bike Lane, ,80.8514914701068, , ,2016,yes, , ,,,,2016
635, ,12756,16318140,0.14095616,Contraflow Bike Lane, ,226.847918070853, , ,2016,yes, , ,,,,2016
636, ,8278,30110000,0.03994732,Existing Bike Lane, ,64.2885548492957, , ,2016,yes, , ,,,,2016
637, ,4441,20110000,0.03874244,Existing Bike Lane, ,62.3495957657322, , ,2016,yes, , ,,,,2016
638, ,10107,20130000,0.03999317,Existing Bike Lane, ,64.3628416676933, , ,2016,yes, , ,,,,2016
639, ,7228,30130000,0.03809631,Existing Bike Lane, ,61.3106361592351, , ,2016,yes, , ,,,,2016
640, ,12335,20110010,0.11332,Existing Bike Lane, ,182.371238579955, , ,0, , , ,,,,2016
641, ,12270,18697250,0.0823562,Shared Lane, ,132.539682535818, , ,2015, , , ,,,,2015
642, ,5289,18697240,0.05174686,Shared Lane, ,83.2787277746986, , ,2015, , , ,,,,2015
643, ,9946,18697230,0.08784899,Shared Lane, ,141.379466676241, , ,2015, , , ,,,,2015
644, ,15395,18697220,0.06395713,Shared Lane, ,102.92959465116, , ,2015, , , ,,,,2015
645, ,15395,18697220,0.02197098,Shared Lane, ,35.3586226630945, , ,2015, , , ,,,,2015
646, ,15422,10370220,0.02343248,Shared Lane, ,37.711230755758, , ,2015, , , ,,,,2015
647, ,15422,10370220,0.03369487,Shared Lane, ,54.22651631781, , ,2015, , , ,,,,2015
648, ,7135,10370210,0.04061199,Shared Lane, ,65.3587260124774, , ,2015, , , ,,,,2015
649, ,5083,10370200,0.07977093,Shared Lane, ,128.379189997728, , ,2015, , , ,,,,2015
650, ,10641,10370195,0.03258528,Shared Lane, ,52.4409707290025, , ,2015, , , ,,,,2015
651, ,2208,10370190,0.0783456,Shared Lane, ,126.085266524891, , ,2015, , , ,,,,2015
652, ,9572,10370180,0.06224728,Shared Lane, ,100.177487469462, , ,2015, , , ,,,,2015
653, ,7888,10370170,0.06262949,Shared Lane, ,100.79265196235, , ,2015, , , ,,,,2015
654, ,10731,10370160,0.06765604,Shared Lane, ,108.882092773503, , ,2015, , , ,,,,2015
655, ,10889,23854000,0.11465076,Contraflow Bike Lane, ,184.512936578926, , ,2015, , , ,,,,2015
656, ,14634,20490060,0.17614506,Climbing Lane, ,283.47856028825, , ,0, , , ,,,,2015
657, ,104,27468260,0.17886221,Climbing Lane, ,287.851406105053, , ,2016,yes, , ,,,,2016
658, ,889,27468250,0.05497386,Climbing Lane, ,88.4720984360103, , ,2016,yes, , ,,,,2016
659, ,1287,27468245,0.0468365,Climbing Lane, ,79.6886855757581, , ,2016,yes, , ,,,,2016
660, ,10655,21898240,0.02051091,Climbing Lane, ,33.0091817009285, , ,2016,yes, , ,,,,2016
661, ,9101,33133010,0.06201115,Existing Bike Lane, ,99.7971567101098, , ,2016, , , ,,,,2016
662, ,11072,33133020,0.02386454,Existing Bike Lane, ,38.4060168681266, , ,2016, , , ,,,,2016
663, ,11072,33133020,0.02929372,Existing Bike Lane, ,47.1440214809128, , ,2016, , , ,,,,2016
664, ,11072,33133020,0.02665674,Existing Bike Lane, ,42.9000180993202, , ,2016, , , ,,,,2016
665, ,8628,33133030,0.03697269,Existing Bike Lane, ,59.5019529564294, , ,2016, , , ,,,,2016
666, ,8628,33133030,0.02030123,Existing Bike Lane, ,32.67123436986, , ,2016, , , ,,,,2016
667, ,8628,33133030,0.02153867,Existing Bike Lane, ,34.6636304191576, , ,2016, , , ,,,,2016
668, ,3984,33133040,0.05743933,Existing Bike Lane, ,92.4398229512398, , ,2016, , , ,,,,2016
669, ,10302,33133042,0.02045455,Existing Bike Lane, ,32.9187259711698, , ,2016, , , ,,,,2016
670, ,10302,33133042,0.03708585,Existing Bike Lane, ,59.6837547159034, , ,2016, , , ,,,,2016
671, ,8810,38138060,0.12873797,Existing Bike Lane, ,207.184192299996, , ,2016, , , ,,,,2016
672, ,10724,18586100,0.02947191,Existing Bike Lane, ,47.4308468678048, , ,2016, , , ,,,,0
673, ,10724,18586100,0.12132089,Existing Bike Lane, ,195.247323155516, , ,2016, , , ,,,,0
674, ,10724,18586100,0.02909629,Existing Bike Lane, ,46.8258300947263, , ,2016, , , ,,,,0
675, ,2570,24407360,0.07337461,Cycle Track,Yes,118.085223382996, , ,2016,Yes, , ,,,,2016
676, ,2570,24407360,0.07669132,Cycle Track,Yes,123.422337799557, , ,2016,Yes, , ,,,,2016
677, ,2570,24407360,0.03401096,Cycle Track,Yes,54.7354406890863, , ,2016,Yes, , ,,,,2016
678, ,2570,24407360,0.06130685,Cycle Track,Yes,98.6640661471771, , ,2016,Yes, , ,,,,2016
679, ,2570,24407360,0.04826179,Cycle Track,Yes,77.669981643438, , ,2016,Yes, , ,,,,2016
680, ,2570,24407360,0.01143262,Cycle Track,Yes,18.3991913981432, , ,2016,Yes, , ,,,,2016
681, ,2570,24407360,0.07472051,Cycle Track,Yes,120.251613229012, , ,2016,Yes, , ,,,,2016
682, ,2570,24407360,0.09360639,Cycle Track,Yes,150.644768088749, , ,2016,Yes, , ,,,,2016
683, ,2570,24407360,0.08889739,Cycle Track,Yes,143.066662139049, , ,2016,Yes, , ,,,,2016
684, ,2570,24407360,0.06062155,Cycle Track,Yes,97.5616416014387, , ,2016,Yes, , ,,,,2016
685, ,10355,24972375,0.01794946,Cycle Track,Yes,28.8869495540073, , ,2016, , , ,,,,2016
686, ,15473,21033070,0.05654455,Shared Lane, ,90.999936054113, , ,2016, , , ,,,,2016
687, ,8631,21033060,0.12456759,Shared Lane, ,200.472498507762, , ,2016, , , ,,,,2016
688, ,15473,21033070,0.07202206,Shared Lane, ,115.90837283802, , ,2016, , , ,,,,2016
689, ,924,40060100,0.13449415,Existing Bike Lane, ,216.447329998677, , ,2016, , , ,,,,2016
690, ,5222,40060090,0.06024827,Existing Bike Lane, ,96.9603840559153, , ,2016, , , ,,,,2016
691, ,0, ,0, , ,2151.81861936645, , ,2017, , , ,,,,0
692, ,2619,13386175,0.06257942,Existing Bike Lane, ,100.712028863216, , ,2009, , , ,,,,2009
693, ,3188,13386170,0.06627905,Shared Lane, ,106.665995092461, , ,0,no, , ,,,,2009
694, ,9159,14374164,0.0882026,Existing Bike Lane, ,141.948607926111, , ,2009, , , ,,,,2009
695, ,5588,14374168,0.11117792,Existing Bike Lane, ,178.923863351093, , ,2009, , , ,,,,2009
696, ,6110,14374180,0.03658502,Climbing Lane, ,58.877993227386, , ,2009, , , ,,,,2009
697, ,847,14374183,0.0445141,Shared Lane, ,71.6384066318641, , ,2009, , , ,,,,2009
698, ,13030,30140060,0.04740473,Existing Bike Lane, ,76.2906796551632, , ,2016,No, , ,,,,2016
699, ,2585,11079163,0.04827816,Existing Bike Lane, ,77.6965828101198, , ,2009, , , ,,,,2009
700, ,3915,30250140,0.07143283,Existing Bike Lane, ,114.960214405899, ,Not in bike plan,2009, , , ,,,,2009
701, ,7206,10110225,0.1089733,Shared Lane, ,175.376234251659, , ,2012,No,Yes,Sharrows,,,,2012
702, ,5785,10110210,0.07398964,Shared Lane, ,119.074684031662, , ,2012,No,Yes,Sharrows,,,,2012
703, ,1007,10110200,0.0766536,Shared Lane, ,123.362256450554, , ,2012,No,Yes,Sharrows,,,,2012
704, ,2097,10110190,0.09838193,Shared Lane, ,158.330668527479, , ,2012,No,Yes,Sharrows,,,,2012
705, ,9819,10110185,0.07547103,Shared Lane, ,121.459434303796, , ,2012,No,Yes,Sharrows,,,,2012
706, ,6616,10110180,0.02683291,Shared Lane, ,43.1830147036166, , ,2012,No,Yes,Sharrows,,,,2012
707, ,536,10110175,0.02858778,Shared Lane, ,46.0080850349368, , ,2012,No,Yes,Sharrows,,,,2012
708, ,5846,10050170,0.05210304,Existing Bike Lane, ,83.8521305518011, ,Not in bike plan,0, , , ,,,,2009
709, ,0,12463180,0.03691126,Existing Bike Lane, ,59.4028878704955, , ,2012,Yes, , ,,,,2012
710, ,6369,12463186,0.06855629,Existing Bike Lane, ,110.330163440915, , ,2012,Yes, , ,,,,2012
711, ,1097,12463188,0.04699256,Existing Bike Lane, ,75.6279090558353, , ,2012,Yes, , ,,,,2012
712, ,11631,12463190,0.05134805,Existing Bike Lane, ,82.6363052465691, , ,2012, , , ,,,,2012
713, ,8246,12463195,0.03474518,Existing Bike Lane, ,55.9174025636052, , ,2012,Yes, , ,,,,2012
714, ,12631,12463200,0.07021077,Existing Bike Lane, ,112.993392727667, , ,2012,Yes, , ,,,,2012
715, ,10952,12463210,0.07356009,Existing Bike Lane, ,118.384581267759, , ,2012,Yes, , ,,,,2012
716, ,13118,20150025,0.07026747,Existing Bike Lane, ,113.085257436969, , ,0, , , ,,,,2003
717, ,4606,23861130,0.07383701,Contraflow Bike Lane, ,118.829964083645, , ,2014, , , ,,,,2014
718, ,8034,24777130,0.08042623,Contraflow Bike Lane, ,129.434170665432, , ,2014, , , ,,,,2014
719, ,8119,30380200,0.06651916,Shared Lane, ,107.052427772972, , ,0, , , ,,,,2012
720, ,650,53191120,0.06958531,Existing Bike Lane, ,111.986923025509, , ,0, , , ,,,,2010
721, ,10369,53191124,0.02604807,Existing Bike Lane, ,41.9203839910227, , ,0, , , ,,,,2010
722, ,5834,53191126,0.0458429,Existing Bike Lane, ,73.7770772195831, , ,0, , , ,,,,2010
723, ,9932,53191127,0.03265787,Existing Bike Lane, ,52.5583506954297, , ,0, , , ,,,,2010
724, ,7122,53191112,0.07052633,Existing Bike Lane, ,113.501355739862, , ,0, , , ,,,,2010
725, ,8495,53191114,0.02540865,Existing Bike Lane, ,40.8913435795154, , ,0, , , ,,,,2010
726, ,4745,53191116,0.0439776,Existing Bike Lane, ,70.7752253557395, , ,0, , , ,,,,2010
727, ,5535,53191117,0.0341322,Existing Bike Lane, ,54.9305689026362, , ,0, , , ,,,,2010
728, ,29,20040120,0.10538835,Existing Bike Lane,Yes,169.606494901154, , ,2017,yes, , ,,,,2007
729, ,4804,10400450,0.12273489,Existing Bike Lane, ,197.523118899591, ,Neighborhood Bikeway,0, , , ,,,,2014
730, ,2528,13705450,0.12087781,Existing Bike Lane, ,194.534360798223, ,Neighborhood Bikeway,0, , , ,,,,2014
731, ,9939,11748395,0.0116581,Existing Bike Lane, ,18.7619286073125, ,Neighborhood Bikeway,0, , , ,,,,2014
732, ,10241,10400460,0.02220835,Shared Lane, ,35.7409538893126, ,Neighborhood Bikeway,0, , , ,,,,2014
733, ,11218,10400465,0.05008254,Shared Lane, ,80.6002007172797, ,Neigborhood Bikeway,0, , , ,,,,2014
734, ,9486,12255400,0.08509372,Shared Lane, ,136.945404692507, ,Neighborhood Bikeway,0, , , ,,,,2014
735, ,4533,30110120,0.13047044,Existing Bike Lane, ,209.971993591904, , ,0, , , ,,,,2014
736, ,14787,30110130,0.09128332,Existing Bike Lane, ,146.906964125838, , ,0, , , ,,,,2014
737, ,3699,30020000,0.15137652,Existing Bike Lane, ,243.61693495205, , ,2015,yes, , ,,,,2015
738,SEGID- 9887,9887,10140594,0.03103886,Existing Bike Lane, ,49.9520202690389, ,COG 95,0, , , ,,,,2007
739,SEGID- 9628,9628,10140598,0.08249667,Existing Bike Lane, ,132.765765613634, ,COG 95,0, , , ,,,,2007
740,SEGID- 6248,6248,10140600,0.05355595,Existing Bike Lane, ,86.190135447043, ,COG 95,0, , , ,,,,2007
741,SEGID- 12501,12501,10140610,0.09760575,Existing Bike Lane, ,157.081549941893, ,COG 95,0, , , ,,,,2007
742,SEGID- 11976,11976,10140630,0.04916902,Existing Bike Lane, ,79.1300737080257, ,COG 95,0, , , ,,,,2007
743,SEGID- 5795,5795,10140635,0.04939277,Existing Bike Lane, ,79.4900662786911, ,COG 95,0, , , ,,,,2007
744,SEGID- 12892,12892,10140640,0.04880245,Existing Bike Lane, ,78.5400799869213, ,COG 95,0, , , ,,,,2007
745,SEGID- 10822,10822,10140645,0.04886469,Existing Bike Lane, ,78.640222662131, ,COG 95,0, , , ,,,,2007
746,SEGID- 10133,10133,10140650,0.06489578,Existing Bike Lane, ,104.44032633908, ,COG 95,0, , , ,,,,2007
747,SEGID- 8155,8155,10140660,0.05557841,Existing Bike Lane, ,89.4443772429369, ,COG 95,0, , , ,,,,2007
748,SEGID- 4716,4716,10140670,0.0540096,Existing Bike Lane, ,86.9201999375323, ,COG 95,0, , , ,,,,2007
749,SEGID- 4598,4598,10140680,0.05230152,Existing Bike Lane, ,84.1712977554369, ,COG 95,0, , , ,,,,2007
750,SEGID- 4434,4434,10150030,0.0636983,Cycle Track, ,102.512857864361, ,"ADC rec route, 97 strategic transp plan",2010, , , ,,,,2010
751,SEGID- 6255,6255,10150050,0.06502194,Cycle Track, ,104.642814960942, ,ADC rec route,2010, , , ,,,,2010
752,SEGID- 3030,3030,10150060,0.0668471,Cycle Track, ,107.580164273524, ,ADC rec route,2010, , , ,,,,2010
753,SEGID- 859,859,10150070,0.03224873,Cycle Track, ,51.8993961743642, ,ADC rec route,2010, , , ,,,,2010
754,SEGID- 7180,7180,10150096,0.08157054,Cycle Track, ,131.275659968847, , ,2010, , , ,,,,2010
755,SEGID- 8344,8344,10150100,0.08407452,Cycle Track, ,135.305027395658, , ,2010, , , ,,,,2010
756,SEGID- 5270,5270,10150110,0.13171481,Cycle Track, ,211.974591070032, , ,2010, , , ,,,,2010
757,SEGID- 746,746,10150120,0.0629059,Cycle Track, ,101.237158340082, , ,2010, , , ,,,,2010
758,SEGID- 10420,10420,10150125,0.00961413,Cycle Track, ,15.4730253566619,Out Bound, ,0, , , ,,,,2009
759,SEGID- 8627,8627,10150127,0.03764912,Cycle Track, ,60.5902268494125,Out Bound, ,2010, , , ,,,,2009
760,SEGID- 8371,8371,10150130,0.04761594,Cycle Track, ,76.6303419498234,Out Bound, ,2010, , , ,,,,2009
761,SEGID- 3105,3105,30110100,0.08119404,Existing Bike Lane, ,130.66991920847, ,1975 plan,2011,Yes, , ,,,,2011
762,SEGID- 5422,5422,30110115,0.05018356,Existing Bike Lane, ,80.7622738429366, ,1975 plan,2011,Yes, , ,,,,2011
763,SEGID- 12947,12947,20060035,0.05110196,Existing Bike Lane, ,82.2405618650316,Out Bound,1975 plan,0, , , ,,,,2006
764,SEGID- 1141,1141,20060040,0.04619462,Existing Bike Lane, ,74.3434342187764,Out Bound,1975 plan,0, , , ,,,,2006
765,SEGID- 3831,3831,20060045,0.04547021,Existing Bike Lane, ,73.1771395094052,Out Bound,1975 plan,0, , , ,,,,2006
766,SEGID- 703,703,17416100,0.05632283,Existing Bike Lane, ,90.6429885821695,Out Bound, ,0, , , ,,,,2004
767,SEGID- 10607,10607,17416110,0.04630415,Existing Bike Lane, ,74.5190360962669,Out Bound, ,0, , , ,,,,2004
768,SEGID- 12257,12257,17416115,0.09315032,Existing Bike Lane, ,149.911616939848,Out Bound, ,0, , , ,,,,2004
769,SEGID- 9471,9471,17416130,0.12557491,Existing Bike Lane, ,202.093652015303,Out Bound, ,0, , , ,,,,2004
770,SEGID- 697,697,17416140,0.06962603,Existing Bike Lane, ,112.052474301966,Out Bound, ,0, , , ,,,,2004
771,SEGID- 3876,3876,17416145,0.0703335,Existing Bike Lane, ,113.191001298214,Out Bound, ,0, , , ,,,,2004
772,SEGID- 11119,11119,17416160,0.10611853,Existing Bike Lane, ,170.78155487638,Out Bound, ,0, , , ,,,,2004
773,SEGID- 2016,2016,25785010,0.04489059,Shared Lane,Maybe,72.2440009993647, , ,0, , , ,,,,2014
774, ,9265,30380220,0.0639702,Shared Lane, ,102.950265062123, , ,0, , , ,,,,2012
775, ,3271,30380210,0.08559434,Shared Lane, ,137.751016609868, , ,0, , , ,,,,2012
776,SEGID- 3906,3906,17416170,0.11728252,Existing Bike Lane, ,188.748232693157,Out Bound, ,0, , , ,,,,2004
777,SEGID- 12676,12676,17416175,0.05413731,Existing Bike Lane, ,87.1257429030328,Out Bound, ,0, , , ,,,,2004
778,SEGID- 2512,2512,17416180,0.09524444,Existing Bike Lane, ,153.281164465667,Out Bound, ,0, , , ,,,,2004
779,SEGID- 5257,5257,17416190,0.07767203,Existing Bike Lane, ,125.001265604141,Out Bound, ,0, ,Yes,Bike Box,,,,2004
780,SEGID- 782,782,17416200,0.01528253,Existing Bike Lane, ,24.5951376021852,Out Bound, ,0, , , ,,,,2004
781,SEGID- 1269,1269,17416210,0.04963327,Existing Bike Lane, ,79.8771580597061,Out Bound, ,0, , , ,,,,2004
782,SEGID- 11727,11727,17416215,0.06647676,Existing Bike Lane, ,106.983604700402,Out Bound, ,0, , , ,,,,2004
783,SEGID- 189,189,10150135,0.05299089,Cycle Track, ,85.280961659568,Out Bound, ,2010, , , ,,,,2009
784,SEGID- 913,913,10150140,0.06531281,Cycle Track, ,105.11097284932,Out Bound, ,2010, , , ,,,,2009
785,SEGID- 2339,2339,10150155,0.05104555,Cycle Track, ,82.1500593280032,Out Bound, ,2010, , , ,,,,2009
786,SEGID- 5557,5557,10150160,0.05133811,Cycle Track, ,82.6208478904979,Out Bound, ,2010, , , ,,,,2009
787,SEGID- 7023,7023,10150165,0.05090381,Cycle Track, ,81.9218972354487,Out Bound, ,2010, , , ,,,,2009
788,SEGID- 1371,1371,10150170,0.10233461,Cycle Track, ,164.691904093527,Out Bound, ,2010, , , ,,,,2009
789,SEGID- 6385,6385,10150180,0.05071857,Cycle Track, ,81.623786887304,Out Bound, ,2010, , , ,,,,2009
790,SEGID- 5157,5157,10150185,0.05141857,Cycle Track, ,82.7503507788281,Out Bound, ,2010, , , ,,,,2009
791,SEGID- 10163,10163,10150190,0.04930094,Cycle Track, ,79.3423348664522,Out Bound, ,2010, , , ,,,,2009
792,SEGID- 10024,10024,10150195,0.04928745,Cycle Track, ,79.3206185849519,Out Bound, ,2010, , , ,,,,2009
793,SEGID- 8670,8670,10150210,0.0706656,Cycle Track,Yes,113.725993131527,Out Bound, ,2016,Yes, , ,,,,2009
794,SEGID- 1195,1195,10150220,0.10298124,Cycle Track,Yes,165.732067855433,Out Bound, ,2016,Yes, , ,,,,2009
795,SEGID- 13234,13234,10150230,0.06774557,Cycle Track,Yes,109.026155989062,Out Bound, ,2016,Yes, , ,,,,2009
796,SEGID- 11457,11457,10150240,0.12701068,Cycle Track,Yes,204.404289999572,Out Bound, ,2016,Yes, , ,,,,2009
797,SEGID- 5841,5841,10150260,0.00954432,Existing Bike Lane, ,15.3601171864662,Out Bound, ,2009,No, , ,,,,2009
798,SEGID- 7649,7649,10150265,0.09428673,Existing Bike Lane, ,151.740071732377,Out Bound, ,2009,Yes, , ,,,,2009
799,SEGID- 10028,10028,10150270,0.03591134,Existing Bike Lane, ,57.7938128718785,Out Bound, ,0, , , ,,,,2008
800,SEGID- 1478,1478,10150280,0.06949268,Existing Bike Lane, ,111.837856940362,Out Bound, ,2009, , , ,,,,2008
801,SEGID- 11790,11790,10150290,0.05004337,Existing Bike Lane, ,80.5371515837778,Out Bound, ,0, , , ,,,,2008
802,SEGID- 2330,2330,10150300,0.11785158,Existing Bike Lane, ,189.664135303632,Out Bound, ,0, , , ,,,,2005
803,SEGID- 9466,9466,10110170,0.07368843,Shared Lane, ,118.590002854599, , ,2012, ,Yes,Sharrows,,,,2012
804,SEGID- 4818,4818,10110230,0.11482302,Existing Bike Lane, ,184.790088896879, ,Sebastian planned lanes,0, , , ,,,,2005
805,SEGID- 10571,10571,10110250,0.09235444,Existing Bike Lane, ,148.630372207882, ,Sebastian planned lanes,0, , , ,,,,2006
806,SEGID- 4730,4730,10110260,0.06883542,Existing Bike Lane, ,110.780093500662, ,Sebastian planned lanes,0, , , ,,,,2006
807,SEGID- 9423,9423,10110270,0.06830105,Existing Bike Lane, ,109.920100953654, ,Sebastian planned lanes,0, , , ,,,,2006
808,SEGID- 6215,6215,10110280,0.06860864,Existing Bike Lane, ,110.415104885541, ,Sebastian planned lanes,0, , , ,,,,2006
809,SEGID- 5397,5397,10110290,0.06886756,Existing Bike Lane, ,110.831821792483, ,Sebastian planned lanes,0, , , ,,,,2006
810,SEGID- 4118,4118,10110300,0.06833677,Existing Bike Lane, ,109.977602438475, ,Sebastian planned lanes,0, , , ,,,,2006
811,SEGID- 7639,7639,10110320,0.07153346,Existing Bike Lane, ,115.122177659223, ,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2006
812,SEGID- 7835,7835,10110330,0.07906219,Existing Bike Lane, ,127.238490198033, ,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2006
813,SEGID- 3213,3213,10110345,0.06804994,Existing Bike Lane, ,109.515986393135, , ,0, , , ,,,,2006
814,SEGID- 12095,12095,16883285,0.04214896,Existing Bike Lane,Yes,67.8325325640502,In Bound,ADC rec route,2017, , , ,,,,2010
815,SEGID- 12357,12357,10040000,0.06151923,Existing Bike Lane,Maybe,99.0059526558422, ,existing bike route,2014,90%, , ,,,,2014
816,SEGID- 11684,11684,10040015,0.10439579,Existing Bike Lane,Maybe,168.008732091323, ,existing bike route,2014,90%, , ,,,,2014
817,SEGID- 2089,2089,10040235,0.29062502,Existing Bike Lane, ,467.716757966138, ,ADC rec route,2016, , , ,,,,2006
818,SEGID- 9636,9636,10030620,0.08131312,Existing Bike Lane, ,130.861068085601, ,ADC rec route,0, , , ,,,,2005
819,SEGID- 7199,7199,10030630,0.07971111,Existing Bike Lane, ,128.282821055738, ,ADC rec route,0, , , ,,,,2005
820,SEGID- 142,142,10030650,0.08928408,Existing Bike Lane, ,143.689084176837, ,ADC rec route,0, , , ,,,,2005
821,SEGID- 9984,9984,10140185,0.05087844,Existing Bike Lane, ,81.8810763958933, ,COG 95,0, , , ,,,,2005
822,SEGID- 9137,9137,10140190,0.04971635,Existing Bike Lane, ,80.0108600035353, ,COG 95,0, , , ,,,,2005
823,SEGID- 8575,8575,10140195,0.04888326,Existing Bike Lane, ,78.6701536619818, ,COG 95,0, ,Yes,WABA proposes a climbing lane,,,,2007
824,SEGID- 3449,3449,10140200,0.07688219,Existing Bike Lane, ,123.730129823504, ,COG 95,2012,Yes,Yes,WABA proposes a climbing lane,,,,2012
825,SEGID- 11676,11676,10140210,0.07397413,Existing Bike Lane, ,119.050070979573, ,COG 95,2012,Yes,Yes,WABA proposes a climbing lane,,,,2012
826,SEGID- 8609,8609,10140220,0.0606803,Existing Bike Lane, ,97.6556700705474, ,COG 95,2012,Yes,Yes,WABA proposes a climbing lane,,,,2012
827,SEGID- 8079,8079,10140230,0.03752187,Climbing Lane, ,60.3857006163248, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
828,SEGID- 5942,5942,10140240,0.03355954,Climbing Lane, ,54.0089506849607, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
829,SEGID- 9196,9196,10140245,0.03969251,Climbing Lane, ,63.8790452378113, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
830,SEGID- 1968,1968,10140255,0.01786774,Climbing Lane, ,28.7553809709266, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
831,SEGID- 7727,7727,10140257,0.06568628,Climbing Lane, ,105.712033836624, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
832,SEGID- 8790,8790,10140260,0.00886478,Climbing Lane, ,14.267012343901, , ,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
833,SEGID- 11765,11765,10140265,0.05379963,Climbing Lane, ,86.5817853728282, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
834,SEGID- 8848,8848,10140270,0.01484954,Climbing Lane, ,23.8980605910406, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
835,SEGID- 123,123,10140275,0.05160299,Existing Bike Lane, ,83.047122999453, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
836,SEGID- 11132,11132,10140280,0.01661043,Existing Bike Lane, ,26.731953262635, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
837,SEGID- 3720,3720,10140285,0.05656313,Existing Bike Lane, ,91.0295289810438, ,COG 95,2016,Yes,Yes,WABA proposes a climbing lane,,,,2016
838,SEGID- 4504,4504,10130115,0.05608469,Existing Bike Lane, ,90.2596746170506, ,1975 plan,2014,Yes, , ,,,,2014
839,SEGID- 12913,12913,10130120,0.10986807,Existing Bike Lane, ,176.815487343013, ,1975 plan,2014,Yes, , ,,,,2014
840,SEGID- 676,676,10070390,0.08188451,Existing Bike Lane,Yes,131.780515462704,Out Bound,ADC rec route,2017, , , ,,,,2008
841,SEGID- 5054,5054,10070400,0.06739677,Existing Bike Lane, ,108.464983669476,Out Bound,ADC rec route,0, , , ,,,,2008
842,SEGID- 1237,1237,10070410,0.07407656,Existing Bike Lane, ,119.214885435292,Out Bound,ADC rec route,0, , , ,,,,2008
843,SEGID- 4532,4532,10070420,0.07367809,Existing Bike Lane, ,118.573640602561,Out Bound,ADC rec route,0, , , ,,,,2008
844,SEGID- 1173,1173,10070430,0.07400713,Existing Bike Lane, ,119.103140092953,Out Bound,ADC rec route,0, , , ,,,,2008
845,SEGID- 1146,1146,10070440,0.07381126,Existing Bike Lane, ,118.787984281541,Out Bound,ADC rec route,0, , , ,,,,2008
846,SEGID- 13069,13069,10070450,0.07386912,Existing Bike Lane, ,118.881038692163,Out Bound,ADC rec route,0, , , ,,,,2008
847,SEGID- 11006,11006,10070460,0.03605604,Existing Bike Lane, ,58.026700249048,Out Bound,ADC rec route,0, , , ,,,,2008
848,SEGID- 6982,6982,16883355,0.04500878,Existing Bike Lane,Yes,72.4347616813259,In Bound,ADC rec route,2017, , , ,,,,2006
849,SEGID- 9364,9364,16883360,0.04953512,Existing Bike Lane,Yes,79.7192068035255,In Bound,ADC rec route,2017, , , ,,,,2006
850,SEGID- 9938,9938,16883365,0.0474592,Existing Bike Lane,Yes,76.3784636546983,In Bound,ADC rec route,2017, , , ,,,,2006
851,SEGID- 11091,11091,10140350,0.01834295,Existing Bike Lane, ,29.5201715710057, ,existing bike lane,0, , , ,,,,2002
852,SEGID- 6745,6745,10140352,0.03080755,Existing Bike Lane, ,49.5800489148545, ,existing bike lane,0, , , ,,,,2002
853,SEGID- 7452,7452,10140354,0.0254886,Existing Bike Lane, ,41.0200018906262, ,existing bike lane,0, , , ,,,,2002
854,SEGID- 785,785,10140356,0.02476781,Existing Bike Lane, ,39.8600129337914, ,existing bike lane,0, , , ,,,,2002
855,SEGID- 7697,7697,10140359,0.04632319,Existing Bike Lane, ,74.5501156916429, ,existing bike lane,0, , , ,,,,2002
856,SEGID- 5015,5015,10140360,0.05619067,Existing Bike Lane, ,90.430280803539, ,existing bike lane,0, , , ,,,,2002
857,SEGID- 3716,3716,10140370,0.03659253,Existing Bike Lane, ,58.8900954103136, ,existing bike lane,0, , , ,,,,2002
858,SEGID- 6775,6775,10140380,0.02008891,Existing Bike Lane, ,32.3300092406065, ,existing bike lane,0, , , ,,,,2002
859,SEGID- 3364,3364,10140385,0.05363666,Existing Bike Lane, ,86.3200036935129, ,existing bike lane,0, , , ,,,,2002
860,SEGID- 5332,5332,10140390,0.07337758,Existing Bike Lane, ,118.090017973308, ,existing bike lane,0, , , ,,,,2002
