,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
168952,1,1,0,38.90724,-77.035045,396960.348,137709.59699999998,0,38.907876,-77.034644,2018-05-18 04:00:00+00:00,15TH ST NW,11001502,70.5334921
169886,1,1,0,38.892087,-77.012173,398943.91,136026.98,0,38.892087,-77.012173,2019-07-30 04:00:00+00:00,CONSTITUTION AVE NW,11025352,0.04
169903,1,1,0,38.916298,-77.037204,396773.49,138715.1,0,38.915762,-77.03774,2018-05-19 04:00:00+00:00,T ST NW,11084562,24.451351000000003
170680,1,1,0,38.90555,-77.051405,395541.286,137522.577,0,38.905527,-77.051464,2019-10-25 04:00:00+00:00,M ST NW,11057852,29.95
170751,1,1,0,38.874579,-76.968864,402701.81299999997,134083.756,0,38.874274,-76.969,2019-10-25 04:00:00+00:00,MINNESOTA AVE SE,13061162,4.93
171370,1,1,0,38.90623,-76.998336,400144.29,137596.88,0,38.90623,-76.998336,2018-06-10 04:00:00+00:00,FLORIDA AVE NE,12036722,0.039301499999999996
171383,1,1,0,38.931232,-77.038348,396675.005,140372.952,0,38.931348,-77.03831,2019-10-28 04:00:00+00:00,LAMONT ST NW,11053752,21.7
172764,1,1,0,38.945703,-77.096762,391611.854,141983.14,0,38.945738,-77.096688,2019-10-28 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,13.47
172789,1,1,0,38.906766,-77.032791,397155.895,137656.823,0,38.906051,-77.03228,2019-10-28 04:00:00+00:00,THOMAS CIR NW & MASSACHUSETTS AVE NW Service Rd,11085732,13.71
173826,1,1,0,38.918314,-77.059084,394876.13,138939.902,0,38.918314,-77.059084,2019-10-29 04:00:00+00:00,MASSACHUSETTS AVE NW & WHITEHAVEN ST NW,11059602,0.06
173830,1,1,0,38.890702000000005,-77.000576,399949.987,135873.16,0,38.890703,-77.00036800000001,2019-10-29 04:00:00+00:00,A ST NE,12008582,31.79
173896,1,3,0,38.905644,-77.021914,398099.23299999995,137532.0,0,38.905644,-77.021914,2018-11-12 05:00:00+00:00,7TH ST NW,11000702,0.06
173954,1,1,0,38.941757,-77.023337,397976.80700000003,141540.946,0,38.941618,-77.023689,2019-07-28 04:00:00+00:00,8TH ST NW,11000802,45.5
173995,1,1,0,38.927519000000004,-77.00449,399610.679,139960.12,0,38.925933,-77.00421800000001,2019-02-07 05:00:00+00:00,MICHIGAN AVE NE,12060582,254.688983
174472,1,1,1,38.903741,-77.039928,396536.657,137321.301,0,38.903784,-77.039928,2018-05-23 04:00:00+00:00,CONNECTICUT AVE NW,11025152,8.6761924
174779,1,1,0,38.901463,-77.025987,397745.81899999996,137067.99300000002,0,38.901501,-77.025998,2018-05-25 04:00:00+00:00,NEW YORK AVE NW,11064672,4.35
175357,1,1,0,38.899817999999996,-76.975157,402155.0,136885.359,0,38.899988,-76.975157,2017-06-07 04:00:00+00:00,,,-999.0
175765,1,1,0,38.868357,-76.968713,402715.11799999996,133393.147,0,38.869433,-76.968988,2018-08-01 04:00:00+00:00,27TH ST SE,13002702,116.7199784
176198,1,1,0,38.932456,-77.030276,397374.977,140508.643,0,38.932392,-77.029689,2017-06-08 04:00:00+00:00,MONROE ST NW,11061422,52.482098
177385,1,1,0,38.912341,-77.008607,399253.565,138275.281,0,38.912455,-77.008954,2019-11-02 04:00:00+00:00,R ST NW & NORTH CAPITOL ST BN,11074162,18.11
177839,1,1,0,38.925047,-77.05506700000001,395224.99,139687.12,0,38.925885,-77.052903,2018-05-29 04:00:00+00:00,WOODLEY RD NW,11094252,64.2899949
178008,1,1,0,38.877528999999996,-77.004542,399605.85,134410.84,0,38.877528999999996,-77.004542,2019-11-03 04:00:00+00:00,L ST SE,13053492,0.04
178846,1,1,0,38.904055,-77.026966,397653.72,137343.97,0,38.904055,-77.026966,2018-05-21 04:00:00+00:00,,,
179481,1,1,1,38.934154,-77.024213,397900.66799999995,140696.925,0,38.93608,-77.024389,2018-05-31 04:00:00+00:00,GEORGIA AVE NW,11040042,177.6386689
179824,1,1,0,38.897341,-77.00417900000001,399637.458,136610.114,0,38.897287,-77.004483,2018-05-31 04:00:00+00:00,COLUMBUS CIR NE,12024732,25.802260699999998
180171,1,1,0,38.913022999999995,-76.992694,400633.62899999996,138350.93099999998,0,38.91304,-76.992704,2017-04-15 04:00:00+00:00,9TH ST NE,12000902,4.802862
180262,1,1,0,38.885073999999996,-77.017139,398512.966,135248.545,0,38.885754999999996,-77.017705,2018-05-30 04:00:00+00:00,4TH ST SW,14000402,77.0289676
180499,1,1,0,38.909634999999994,-77.049385,395716.737,137976.036,0,38.909611,-77.049385,2019-11-06 05:00:00+00:00,P ST NW,11068382,4.67
180690,1,1,0,38.898315000000004,-77.033644,397081.552,136718.75400000002,0,38.898315000000004,-77.033644,2017-05-24 04:00:00+00:00,G ST NW,11038612,0.8013265
180734,1,1,0,38.911646000000005,-77.027585,397607.60299999994,138198.43099999998,0,38.911601,-77.02702099999999,2019-11-06 05:00:00+00:00,11TH ST NW,11001102,53.34
181964,1,1,0,38.892381,-77.018539,398391.719,136059.61,0,38.89227,-77.01867800000001,2019-11-08 05:00:00+00:00,CONSTITUTION AVE NW,11025352,15.88
182078,1,1,0,38.909993,-76.93125,405962.771,138016.829,0,38.909877,-76.93139599999999,2019-05-07 04:00:00+00:00,ADDISON RD NE,12009132,26.5668924
183382,1,1,0,38.905248,-77.00588499999999,399489.578,137487.853,0,38.905638,-77.00594,2018-06-04 04:00:00+00:00,M ST NE,12057852,4.7684693
184082,1,1,0,38.957174,-77.069439,393981.45,143254.35,0,38.956331,-77.070031,2018-06-05 04:00:00+00:00,CONNECTICUT AVE NW,11025152,46.6569253
184944,1,1,0,38.943394,-77.01986600000001,398277.83700000006,141722.5,0,38.942977,-77.019793,2018-06-06 04:00:00+00:00,VARNUM ST NW,11089112,19.5771461
185614,1,1,0,38.903742,-77.038749,396638.919,137321.404,0,38.903573,-77.039496,2019-05-08 04:00:00+00:00,CONNECTICUT AVE NW,11025152,48.9564373
185817,1,1,0,38.943164,-77.093092,391929.76,141700.95,0,38.943084999999996,-77.093198,2019-11-12 05:00:00+00:00,VAN NESS ST NW,11088922,12.7
186191,1,1,0,38.924440000000004,-77.067224,394170.72,139620.43,0,38.924405,-77.067318,2017-04-03 04:00:00+00:00,OBSERVATORY CIR NW,11066432,8.9964022
186484,1,1,0,38.900942,-77.026014,397745.343,137010.165,0,38.900942,-77.026014,2017-01-03 05:00:00+00:00,I ST NW,11047772,8.5205778
186657,1,1,0,38.906119,-77.025758,397765.846,137584.854,0,38.906165,-77.026005,2018-06-08 04:00:00+00:00,10TH ST NW 1,11001002,5.3220557
187032,1,1,0,38.928024,-77.033018,397137.031,140016.674,0,38.928634,-77.032657,2018-08-19 04:00:00+00:00,14TH ST NW 1,11001402,65.58962
187110,1,1,0,38.903774,-77.026494,397701.299,137323.068,0,38.903774,-77.026494,2017-01-04 05:00:00+00:00,L ST NW,11053492,8.812517800000002
187154,1,1,0,38.924735,-77.037254,396769.555,139651.714,0,38.924668,-77.036551,2018-08-19 04:00:00+00:00,16TH ST NW,11001602,12.2736718
187164,1,1,0,38.908789,-77.066082,394268.476,137883.02,0,38.908789,-77.066082,2019-05-08 04:00:00+00:00,P ST NW,11068382,0.03
187617,1,1,0,38.873929,-76.99146400000001,400740.691,134011.177,0,38.873238,-76.991437,2018-06-09 04:00:00+00:00,O ST SE,13065842,12.3554019
187644,1,1,0,38.895348999999996,-77.039461,396576.445,136389.714,0,38.895348999999996,-77.039461,2017-01-05 05:00:00+00:00,E ST NW,11031332,5.292470400000001
187743,1,1,0,38.910993,-77.04215500000001,396342.63899999997,138127.323,0,38.910993,-77.04215500000001,2017-01-05 05:00:00+00:00,Q ST NW,11072862,17.480442
187748,1,1,0,38.831843,-77.00721300000001,399368.69899999996,129341.776,0,38.831843,-77.00721300000001,2017-01-05 05:00:00+00:00,HALLEY TER SE,13042772,35.705744200000005
187809,1,1,0,38.924499,-77.067297,394162.908,139623.539,0,38.924499,-77.067297,2017-01-06 05:00:00+00:00,OBSERVATORY CIR NW,11066432,9.1455661
188013,1,1,0,38.904168,-77.021914,398099.21,137368.19,0,38.904168,-77.021914,2018-06-10 04:00:00+00:00,L ST NW,11053492,0.0198
188021,1,1,0,38.900366,-77.01673000000001,398548.75200000004,136946.057,0,38.899791,-77.016348,2019-08-03 04:00:00+00:00,H ST NW,11042442,12.5
188056,1,2,0,38.887567,-77.01990699999999,398272.86,135525.33,0,38.887567,-77.01990699999999,2018-06-11 04:00:00+00:00,6TH ST SW,14000602,0.03
188204,1,1,0,38.878417,-77.017569,398475.56799999997,134509.544,0,38.878064,-77.01759100000001,2018-05-24 04:00:00+00:00,I ST SW,14047772,135.6521961
188316,1,1,0,38.956034,-77.070411,393897.08,143127.83,0,38.956034,-77.070411,2018-06-11 04:00:00+00:00,NEBRASKA AVE NW,11063762,0.0804508
188590,1,1,0,38.905091,-77.058105,394960.10799999995,137472.05800000002,0,38.905089000000004,-77.058251,2018-06-12 04:00:00+00:00,M ST NW,11057852,20.570498899999997
188604,2,1,0,38.875487,-76.963987,403125.015,134184.75,0,38.875243,-76.964201,2019-11-17 05:00:00+00:00,30TH ST SE,13003002,55.88
188665,1,1,0,38.927199,-76.96728399999999,402836.84,139925.12,0,38.927209999999995,-76.96734599999999,2018-06-12 04:00:00+00:00,VISTA ST NE,12089962,5.5235342
188813,1,1,0,38.915929,-77.031954,397228.845,138674.0,0,38.91625,-77.031503,2018-06-12 04:00:00+00:00,WALLACH PL NW & Alley-47074732,11090542,12.99
188875,1,2,0,38.925296,-77.03981800000001,396547.24700000003,139714.09900000002,0,38.925081,-77.039615,2019-11-18 05:00:00+00:00,17TH ST NW,11001702,43.15
189035,1,1,0,38.916998,-77.031951,397229.13,138792.666,0,38.916998,-77.031951,2017-01-08 05:00:00+00:00,U ST NW,11087232,0.0326647
189136,1,1,0,38.910057,-77.03795699999999,396707.88700000005,138022.4,0,38.909566999999996,-77.037432,2018-06-13 04:00:00+00:00,CHURCH ST NW,11023402,101.3987805
189226,1,1,0,38.950802,-77.029699,397425.63,142545.19,0,38.950802,-77.029699,2018-06-13 04:00:00+00:00,FARRAGUT ST NW,11034972,0.014292
189231,1,1,0,38.912603999999995,-77.013209,398854.38399999996,138304.543,0,38.912616,-77.013209,2018-06-13 04:00:00+00:00,FLORIDA AVE NW,11036722,8.675355499999998
189320,1,1,0,38.888677,-76.99637,400314.914,135648.346,0,38.887772,-76.99609,2019-11-18 05:00:00+00:00,INDEPENDENCE AVE SE,13047972,20.99
189398,1,1,0,38.920818,-77.042097,396349.409,139217.076,0,38.921597,-77.0425,2018-06-14 04:00:00+00:00,ADAMS MILL RD NW,11009102,119.1643662
189444,1,1,0,38.902522,-77.034702,396989.909,137185.836,0,38.902525,-77.034702,2018-06-14 04:00:00+00:00,15TH ST NW,11001502,10.761054199999998
189498,1,1,0,38.903607,-77.048679,395765.68200000003,137306.85,0,38.903607,-77.048679,2017-01-09 05:00:00+00:00,L ST NW,11053492,24.2779017
189791,1,1,0,38.914676,-76.98790600000001,401048.849,138534.47,0,38.914676,-76.98790600000001,2018-06-14 04:00:00+00:00,NEW YORK AVE NE,12064672,0.054692399999999995
189852,1,2,0,38.858196,-76.96802199999999,402775.55600000004,132265.19199999998,0,38.85814,-76.968262,2018-06-14 04:00:00+00:00,DENVER ST SE,13028922,35.89
189954,1,1,0,38.830777000000005,-77.002028,399823.945,129221.05300000001,0,38.830779,-77.001808,2018-06-15 04:00:00+00:00,ATLANTIC ST SE,13011702,27.667099800000003
189988,1,1,0,38.925579,-76.978995,401821.38,139744.92,0,38.925492,-76.97905300000001,2018-06-15 04:00:00+00:00,FRANKLIN ST NE,12038092,10.815403199999999
190036,1,1,0,38.882415,-76.93330300000001,405786.97,134955.34900000002,0,38.882593,-76.93342700000001,2018-06-14 04:00:00+00:00,BENNING RD SE,13015342,39.37151970000001
190242,1,1,0,38.922371000000005,-77.042052,396353.37799999997,139389.513,0,38.922327,-77.042272,2018-06-16 04:00:00+00:00,COLUMBIA RD NW,11024632,82.2897162
190264,1,1,0,38.897769,-76.977721,401932.602,136657.832,0,38.898986,-76.978143,2019-02-10 05:00:00+00:00,18TH ST NE,12001802,54.88
190339,1,1,0,38.905351,-77.064006,394448.927,137479.06,0,38.905351,-77.064006,2017-01-11 05:00:00+00:00,POTOMAC ST NW,11071952,104.85188509999999
190516,1,1,0,38.902489,-77.020839,398192.398,137185.353,0,38.902489,-77.020839,2017-01-12 05:00:00+00:00,6TH ST NW,11000602,80.91731690000002
190544,1,1,0,38.918499,-76.972098,402437.106,138986.164,0,38.918499,-76.972098,2017-01-12 05:00:00+00:00,BLADENSBURG RD NE,12015992,53.9884113
190568,1,1,0,38.935565999999994,-77.058509,394927.2,140855.07,0,38.935515,-77.05850799999999,2018-05-25 04:00:00+00:00,CONNECTICUT AVE NW,11025152,5.68
190614,1,1,0,38.912576,-77.066231,394267.15,138308.012,0,38.912576,-77.066231,2017-01-12 05:00:00+00:00,33RD ST NW,11003302,21.4261913
190634,1,1,0,38.901022999999995,-77.03258199999999,397173.779,137019.327,0,38.901053999999995,-77.032059,2019-10-11 04:00:00+00:00,14TH ST NW,11001402,32.64
190643,1,1,0,38.876481,-77.003528,399693.839,134294.51,0,38.876453999999995,-77.003417,2019-11-15 05:00:00+00:00,2ND ST SE,13000202,10.11
190680,1,1,0,38.930766999999996,-77.026708,397684.20399999997,140320.991,0,38.930692,-77.026524,2018-06-16 04:00:00+00:00,SHERMAN AVE NW,11080082,10.1040838
190681,1,1,0,38.912865999999994,-76.976076,402074.92799999996,138333.764,0,38.918471999999994,-76.971701,2019-10-30 04:00:00+00:00,QUEENS CHAPEL RD NE,12073712,20.59
190688,1,1,0,38.940621,-76.981252,401622.689,141412.582,0,38.940621,-76.981252,2017-01-11 05:00:00+00:00,TAYLOR ST NE,12084892,17.3105157
190715,1,2,0,38.905266,-77.034685,396991.469,137484.042,0,38.905266,-77.034685,2017-01-13 05:00:00+00:00,15TH ST NW,11001502,11.820569599999999
190742,1,1,0,38.876663,-77.01812199999999,398427.513,134292.484,0,38.876663,-77.01812199999999,2017-01-13 05:00:00+00:00,4TH ST SW,14000402,50.078747799999995
190763,1,1,0,38.919926000000004,-76.978977,401820.825,139117.586,0,38.919926000000004,-76.978977,2017-01-13 05:00:00+00:00,MONTANA AVE NE,12061552,4.3233828
190817,1,1,0,38.898321,-77.04346899999999,396229.25,136719.8,0,38.898321,-77.04346899999999,2018-05-25 04:00:00+00:00,G ST NW,11038612,0.0212476
190903,1,1,0,38.933482,-77.073978,393585.85,140624.62,0,38.933429,-77.07397900000001,2018-06-28 04:00:00+00:00,MACOMB ST NW,11057982,5.8217113
191023,1,1,0,38.969091,-77.053814,395336.489,144576.298,0,38.969127,-77.05415500000001,2019-06-11 04:00:00+00:00,RITTENHOUSE ST NW,11076242,80.2224597
191038,1,1,0,38.903743,-77.03850899999999,396659.771,137321.44,0,38.903742,-77.03850899999999,2018-06-18 04:00:00+00:00,L ST NW,11053492,0.0446133
191053,1,1,0,38.929421999999995,-77.02328299999999,397981.191,140171.612,0,38.92945,-77.023321,2018-06-18 04:00:00+00:00,IRVING ST NW,11048752,46.1297179
191110,1,1,0,38.923111,-76.962602,403261.98,139493.216,0,38.923111,-76.962602,2017-01-13 05:00:00+00:00,31ST PL NE,12003132,44.199744
191120,1,1,0,38.916711,-77.02294499999999,398010.15,138760.572,0,38.916711,-77.02294499999999,2017-01-13 05:00:00+00:00,FLORIDA AVE NW,11036722,0.028979500000000002
191189,1,1,0,38.910165,-77.029399,397450.174,138034.068,0,38.909531,-77.028942,2019-08-04 04:00:00+00:00,LOGAN CIR NW & P ST NW,11056552,12.47
191204,1,1,0,38.91035,-77.003937,399658.571,138054.24,0,38.909365,-77.00540699999999,2018-06-17 04:00:00+00:00,,,-999.0
191220,1,1,0,38.892962,-77.003516,399695.011,136124.038,0,38.898956,-77.003327,2018-08-21 04:00:00+00:00,G ST NE,12038612,16.17
191430,1,1,0,38.9042,-77.040276,396506.474,137372.284,0,38.903875,-77.040139,2018-06-18 04:00:00+00:00,L ST NW,11053492,18.552290300000003
191681,1,1,0,38.918282,-77.041966,396360.67299999995,138935.533,0,38.918413,-77.041865,2018-06-19 04:00:00+00:00,18TH ST NW,11001802,21.5616067
191828,1,1,0,38.866096999999996,-77.016039,398608.09,133141.84,0,38.886185,-77.017438,2018-06-20 04:00:00+00:00,4TH ST SW,14000402,11.24
192009,1,1,0,38.931986,-77.05643,395107.273,140457.449,0,38.931967,-77.056393,2018-06-19 04:00:00+00:00,DEVONSHIRE PL NW,11029182,32.253834600000005
192024,1,1,0,38.908623,-77.042698,396296.691,137863.355,0,38.90893,-77.041655,2018-06-15 04:00:00+00:00,CONNECTICUT AVE NW,11025152,121.7710311
192027,1,1,0,38.879186,-77.009059,399213.97,134594.756,0,38.879186,-77.00913800000001,2017-06-12 04:00:00+00:00,I ST SE,13047772,13.6822791
192033,1,1,0,38.909637,-77.04771600000001,395861.49,137976.159,0,38.909693,-77.047086,2018-06-08 04:00:00+00:00,21ST ST NW,11002102,39.535425
192034,1,1,0,38.902879,-77.016175,398596.96200000006,137225.038,0,38.903752000000004,-77.01621800000001,2018-06-20 04:00:00+00:00,L ST NW,11053492,4.15
192036,1,2,0,38.912609,-77.038193,396687.61100000003,138305.686,0,38.912799,-77.038191,2018-06-20 04:00:00+00:00,17TH ST NW,11001702,32.9345353
192181,1,1,0,38.916036,-77.03211999999999,397228.902,138685.812,0,38.916036,-77.03211999999999,2017-02-10 05:00:00+00:00,WALLACH PL NW,11090542,31.666574199999996
192360,1,1,0,38.896518,-77.02396800000001,397920.855,136519.02599999998,0,38.89662,-77.02298,2018-06-21 04:00:00+00:00,E ST NW,11031332,101.1551099
192435,1,1,0,38.895424,-77.021917,398098.74299999996,136397.577,0,38.89543,-77.021937,2018-06-21 04:00:00+00:00,D ST NW,11026912,70.5884905
192523,1,1,0,38.908978999999995,-77.04203299999999,396361.54600000003,137919.087,0,38.908978999999995,-77.04203299999999,2017-01-15 05:00:00+00:00,18TH ST NW,11001802,31.435827500000002
192535,1,1,0,38.90132,-76.98831,401014.05,137051.86,0,38.90132,-76.98831,2018-06-21 04:00:00+00:00,I ST NE,12047772,0.0495017
192581,1,1,0,38.914293,-77.02962099999999,397431.05600000004,138492.297,0,38.914052000000005,-77.029561,2019-10-31 04:00:00+00:00,13TH ST NW,11001302,6.5
192986,1,1,0,38.899877000000004,-77.047739,395858.88399999996,136892.671,0,38.899653,-77.04815,2018-06-22 04:00:00+00:00,H ST NW,11042442,36.6794044
193284,1,1,0,38.879287,-77.009732,399155.55799999996,134606.006,0,38.879115000000006,-77.009776,2019-08-20 04:00:00+00:00,I ST SW & Ramp-36004952 & I ST SE,13047772,65.09
193309,1,1,0,38.928746000000004,-77.03763199999999,396737.001,140096.973,0,38.9311,-77.038217,2018-05-26 04:00:00+00:00,17TH ST NW,11001702,261.6242685
193334,1,1,0,38.912628000000005,-77.047436,395885.97799999994,138306.126,0,38.912628000000005,-77.047436,2017-01-19 05:00:00+00:00,FLORIDA AVE NW,11036722,10.372800199999999
193455,1,1,0,38.909676,-77.04061,396477.814,137976.697,0,38.909676,-77.04061,2017-01-20 05:00:00+00:00,18TH ST NW,11001802,92.067719
193557,1,1,0,38.891071999999994,-76.95281999999999,404093.05799999996,135915.234,0,38.890869,-76.952431,2018-06-24 04:00:00+00:00,AMES ST NE,12010272,59.942957299999996
193679,1,1,0,38.908716999999996,-77.00940600000001,399184.22799999994,137856.353,0,38.908716999999996,-77.00940600000001,2017-01-20 05:00:00+00:00,,,-999.0
193730,1,1,0,38.912606,-77.029622,397430.89,138305.05,0,38.912606,-77.029622,2017-01-21 05:00:00+00:00,R ST NW,11074162,0.0494806
193808,1,1,0,38.900205,-77.001305,399886.83,136928.019,1,38.900217,-77.001697,2018-06-23 04:00:00+00:00,3RD ST NE,12000302,29.636226
193842,1,1,0,38.904144,-77.032375,397191.791,137365.815,0,38.903803,-77.033025,2018-06-25 04:00:00+00:00,VERMONT AVE NW,11089442,57.30313
193858,1,1,0,38.923064000000004,-77.041754,396379.227,139466.37300000002,0,38.923088,-77.041756,2018-02-28 05:00:00+00:00,COLUMBIA RD NW,11024632,29.6245723
193926,1,1,0,38.895478999999995,-77.03364499999999,397081.28,136403.979,0,38.895298,-77.033377,2018-06-25 04:00:00+00:00,E ST NW,11031332,30.761177500000002
194138,1,1,0,38.908570000000005,-77.033997,397051.32899999997,137857.164,0,38.908440999999996,-77.033558,2018-06-26 04:00:00+00:00,RHODE ISLAND AVE NW 1,11075462,43.5980292
194142,1,1,0,38.890376,-76.99024,400846.72,135836.92,0,38.890414,-76.99006800000001,2018-06-26 04:00:00+00:00,EAST CAPITOL ST BN,15031912,15.5442454
194150,1,1,0,38.903514,-76.989646,400898.088,137295.391,0,38.903472,-76.989548,2017-06-13 04:00:00+00:00,MORSE ST NE,12062202,18.4718698
194165,1,1,0,38.905138,-77.038999,396617.341,137476.326,0,38.905574,-77.038938,2018-06-26 04:00:00+00:00,17TH ST NW,11001702,61.5267684
194171,1,1,0,38.906304,-77.040504,396486.81200000003,137605.805,0,38.906036,-77.039929,2018-06-26 04:00:00+00:00,RHODE ISLAND AVE NW,11075462,33.593984000000006
194308,1,1,0,38.92725,-77.030027,397396.374,139930.616,0,38.927065,-77.030023,2019-11-01 04:00:00+00:00,13TH ST NW & Alley-47060452,11001302,34.39
194332,1,1,0,38.900331,-77.02703000000001,397655.362,136942.36,0,38.900331,-77.02703000000001,2018-08-20 04:00:00+00:00,11TH ST NW,11001102,1.54
194439,1,1,0,38.90178,-77.021916,398098.974,137103.085,0,38.90205,-77.02192600000001,2019-09-24 04:00:00+00:00,7TH ST NW & MASSACHUSETTS AVE NW,11000702,5.78
194512,1,1,1,38.875653,-77.005317,399538.641,134202.52,0,38.874759000000005,-77.006077,2018-06-27 04:00:00+00:00,M ST SE,13057852,202.287631
194681,1,2,0,38.902514000000004,-77.00057199999999,399950.4,137184.34,0,38.902514000000004,-77.00057199999999,2018-06-27 04:00:00+00:00,K ST NE 3,12050892,0.0390668
194712,1,1,0,38.895154,-77.02705,397653.43700000003,136367.676,0,38.894771,-77.026944,2018-06-27 04:00:00+00:00,PENNSYLVANIA AVE NW,11069812,10.24081
194731,1,1,0,38.908332,-77.034991,396965.131,137830.77,0,38.907922,-77.034564,2018-06-27 04:00:00+00:00,15TH ST NW,11001502,45.2454132
194743,1,1,0,38.931825,-77.07664100000001,393354.804,140440.867,0,38.931277,-77.076949,2018-06-27 04:00:00+00:00,39TH ST NW,11003902,15.878477599999998
194754,1,1,0,38.905328000000004,-77.03171400000001,397249.222,137497.204,0,38.90509,-77.03156800000001,2018-06-28 04:00:00+00:00,14TH ST NW,11001402,39.96
194813,1,1,0,38.887134,-77.00905999999999,399213.98600000003,135477.043,0,38.887589,-77.00822600000001,2018-06-28 04:00:00+00:00,INDEPENDENCE AVE SE,13047972,72.8109302
194844,1,1,0,38.912997,-77.009971,399135.276,138348.074,0,38.912812,-77.00997,2018-06-28 04:00:00+00:00,RANDOLPH PL NW,11074622,64.915368
195148,1,1,0,38.897349,-77.027562,397609.07,136611.34699999998,0,38.897432,-77.027952,2018-06-28 04:00:00+00:00,12TH ST NW,11001202,15.571508999999999
195149,1,1,0,38.905646999999995,-77.03456899999999,397001.56299999997,137532.66,0,38.905646999999995,-77.03456899999999,2018-06-28 04:00:00+00:00,M ST NW,11057852,0.07621789999999999
195175,1,1,0,38.904865,-77.046646,395954.064,137446.34900000002,0,38.905189,-77.04793199999999,2019-08-06 04:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,41.48
195216,1,1,1,38.900209999999994,-77.009727,399156.231,136928.60199999998,0,38.900457,-77.009287,2017-01-24 05:00:00+00:00,H ST NW & NORTH CAPITOL ST BN,11042442,33.79
195220,1,1,0,38.879278,-76.990245,400846.4,134605.006,0,38.879278,-76.990245,2017-01-24 05:00:00+00:00,I ST SE,13047772,0.0346281
195240,1,1,0,38.900034999999995,-77.056268,395138.255,136930.41,0,38.900034999999995,-77.056268,2017-01-24 05:00:00+00:00,27TH ST NW,11002702,42.318678999999996
195265,1,1,0,38.928737,-77.02621500000001,397726.351,140095.57,0,38.928737,-77.02621500000001,2017-01-24 05:00:00+00:00,IRVING ST NW,11048752,9.647300999999999
195287,1,1,0,38.935249,-76.99293399999999,400613.208,140818.386,0,38.935249,-76.99293399999999,2017-01-25 05:00:00+00:00,MICHIGAN AVE NE,12060582,2.7659381
195334,1,1,0,38.898336,-77.027062,397654.896,136720.891,0,38.898336,-77.027062,2017-01-25 05:00:00+00:00,G ST NW,11038612,3.2703734
195396,1,1,0,38.932459,-76.992621,400639.8,140508.51,0,38.932459,-76.992621,2017-01-25 05:00:00+00:00,MONROE ST NE,12061422,0.0380102
195547,1,1,0,38.916786,-77.02470100000001,397857.87100000004,138768.905,0,38.91685,-77.024889,2018-08-23 04:00:00+00:00,U ST NW,11087232,22.9227258
195627,1,1,0,38.879169,-77.010649,399075.963,134592.883,0,38.879169,-77.01057800000001,2017-06-13 04:00:00+00:00,I ST SW,14047772,14.3845731
195636,1,1,0,38.905239,-77.061709,394647.473,137482.684,0,38.905239,-77.061709,2017-01-26 05:00:00+00:00,31ST ST NW,11003102,45.8249274
195776,1,1,0,38.895495000000004,-77.033512,397092.895,136405.688,0,38.895526000000004,-77.033517,2018-06-30 04:00:00+00:00,15TH ST NW,11001502,12.2998493
195862,1,1,0,38.896132,-77.021723,398115.54600000003,136476.104,0,38.896229999999996,-77.02192600000001,2018-07-01 04:00:00+00:00,7TH ST NW,11000702,10.925951699999999
195916,1,1,0,38.920744,-77.027372,397626.32,139208.432,0,38.91987,-77.027263,2018-06-30 04:00:00+00:00,11TH ST NW,11001102,50.1
195974,1,1,0,38.953731,-77.026224,397700.696,142869.666,0,38.953731,-77.026224,2017-01-26 05:00:00+00:00,INGRAHAM ST NW,11048422,50.4546271
196207,1,1,0,38.893916,-77.02439100000001,397886.776,136237.78,0,38.893916,-77.02439100000001,2017-01-27 05:00:00+00:00,9TH ST NW,11000902,36.3410291
196259,1,1,0,38.904688,-77.005921,399486.42299999995,137425.612,0,38.904688,-77.005921,2017-01-27 05:00:00+00:00,1ST ST NE,12000102,3.0691683999999997
196293,1,1,0,38.904269,-77.037261,396768.06299999997,137379.86,0,38.903704,-77.036934,2018-08-23 04:00:00+00:00,L ST NW,11053492,28.583274699999997
196446,1,1,0,38.937176,-77.03307099999999,397132.828,141032.686,0,38.937057,-77.03286800000001,2018-07-03 04:00:00+00:00,14TH ST NW,11001402,12.176608300000002
196496,1,2,0,38.905908000000004,-77.048029,395834.125,137562.203,0,38.904864,-77.047853,2019-11-02 04:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,59.11
196622,1,1,0,38.905625,-77.046646,395954.06200000003,137530.718,0,38.905625,-77.046646,2017-01-25 05:00:00+00:00,M ST NW,11057852,0.0212113
196675,1,1,0,38.915529,-77.01195600000001,398963.149,138629.221,0,38.915444,-77.012116,2018-05-07 04:00:00+00:00,1ST ST NW,11000102,9.9295146
196808,1,1,0,38.899793,-77.03949399999999,396610.34,136844.16,0,38.899793,-77.03949399999999,2018-07-03 04:00:00+00:00,,,
196879,1,1,0,38.909645000000005,-77.021916,398099.19,137976.166,0,38.909645000000005,-77.021916,2017-12-05 05:00:00+00:00,P ST NW,11068382,0.020681900000000003
